Ticker,RecentPrice,Beta,AnnualDividendRate,ROE(%),ROA(%),ProfitMargin(%),TotalCash,TotalDebt,OutstandingShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,netIncome.1,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,otherCashflowsFromFinancingActivities,MarketCap,Sector
MRO,26.61000061,1.112560976,0.18,-0.38,0.63,-0.87,6200000.0,383000000,778540000.0,7987129705.0,7213000000.0,6365000000.0,10796000000.0,496000000.0,17161000000.0,937000000,25000000.0,6669000000.0,642000000.0,10145954224,-4023000000.0,104000000.0,485000000.0,1676000000.0,82000000,14843000000.0,1655000000.0,559000000.0,10796000000.0,1068000000,3983000000.0,77000000,1028000000.0,39000000,188000000,184000000.0,70000000,1089000000,254000000,254000000,-57000000.0,4000000.0,1439000000.0,1185000000.0,350000000,-66000000.0,184000000,184000000,9000000.0,107000000.0,-265000000,-1036000000.0,-7000000.0,71203177.08,184000000.0,-485000000.0,-1000000,-22260245.61,816000000,583000000.0,1000000.0,-39000000.0,-60000000.0,8000000.0,-289000000.0,-900000000.0,-96000000,20716949875.0,Energy
MTD,1318.359985,1.03,2.013416667,250.54,20.54,20.85,79900000.0,10642700000,22990000.0,288593000.0,820272000.0,3047990000.0,159171000.0,328666000.0,3207161000.0,448000,77731000.0,5631965000.0,406846000.0,639184000,-6293514000.0,249347000.0,183672000.0,1001561000.0,-297852000,783813000.0,1246224000.0,28960695355.0,-768606000.0,603364000,1639583000.0,381457000,219294000.0,54425000,247587000,203688000.0,238229000,555820000,259276000,259276000,-11791000.0,43899000.0,951950000.0,692674000.0,396130000,-11689000.0,203688000,203688000,-311141535.4,10125000.0,-25180000,-195693000.0,51688000.0,7081000.0,203688000.0,41420000.0,-252499000,-1014000.0,263307000,17018000.0,4955000.0,-416011386.8,-9602000.0,6088000.0,-22433000.0,50301000.0,-576000,30309096063.0,Health Technology
NCLH,21.63999939,2.7,2.013416667,-105.37,-8.35,0.0,52300000.0,4546600000,416890000.0,500525000.0,6371545000.0,15846788000.0,2883239000.0,1531248000.0,18730027000.0,370000,33954000.0,-3223685000.0,380103000.0,98134000,-264991000.0,580744000.0,1934816000.0,2939848000.0,-264991000,14269423000.0,3281201000.0,28960695355.0,2284580000.0,990384000,11862659000.0,108177000,94951000.0,540459000,-845591000,-845885000.0,229142000,-286675000,-689106000,-689106000,-157643000.0,294000.0,153081000.0,842187000.0,439756000,-156485000.0,-845885000,-845885000,-311141535.4,266795000.0,-227756000,82728000.0,272247000.0,2052000.0,-845885000.0,-815324000.0,-14000,-22260245.61,-670296000,188527000.0,2293000.0,-416011386.8,-571770000.0,36510000.0,-230049000.0,112404000.0,-31714000,9021499346.0,Consumer Services
NDAQ,178.5500031,1.112560976,2.06,18.64,5.94,19.6,19300000.0,1001900000,167220000.0,2885000000.0,1983000000.0,12042000000.0,6345000000.0,4672000000.0,18397000000.0,2000000,4622000000.0,6296000000.0,602000000.0,8510000000,-1936000000.0,153000000.0,303000000.0,5595000000.0,-1511000000,878000000.0,5496000000.0,475000000.0,-5050000000.0,552000000,5447000000.0,3778022598,166000000.0,1259538676,371000000,288000000.0,394000000,838000000,377000000,377000000,-33000000.0,83000000.0,1357000000.0,980000000.0,519000000,-6000000.0,288000000,288000000,44000000.0,-52000000.0,-5000000,-321000000.0,-167000000.0,71203177.08,288000000.0,-98000000.0,-477000000,-4000000.0,232000000,66000000.0,-17000000.0,-91000000.0,8000000.0,88000000.0,-32000000.0,281000000.0,-34000000,29857131510.0,Financials
NFLX,341.1300049,0.85,2.013416667,39.39,10.01,17.64,169900000.0,1175800000,442950000.0,13111028000.0,10699241945.0,27425240000.0,15314617000.0,5293594000.0,42739857000.0,3852531000,801665000.0,12081943000.0,2359987000.0,10145954224,-619857000.0,16743470000.0,7526681000.0,8049246000.0,-19835000,3469572000.0,9415787000.0,28960695355.0,2203589000.0,782350000,14793691000.0,3778022598,643059000.0,699473000,1660959000,1449071000.0,957738000,3276878000,1755253000,1755253000,-190429000.0,211888000.0,7483467000.0,5728214000.0,4206589000,-94294000.0,1449071000,1449071000,-311141535.4,20104000.0,-188631000,-81555000.0,163615000.0,18445000.0,1449071000.0,-251650000.0,-100000000,-63843000.0,82379000,70253000.0,-21304000.0,-416011386.8,-336094604.8,-4583715000.0,-167327000.0,-377467239.7,1247087705,151104000000.0,Information Technology
NLOK,26.63999939,1.112560976,0.5,57.57971631,11.43,33.07,30600000.0,1346056489,581760000.0,1054000000.0,10699241945.0,6971000000.0,-98000000.0,1429000000.0,6873000000.0,1940000000,74000000.0,-2060000000.0,1250000000.0,2876000000,22000000.0,467000000.0,1771000000.0,2883000000.0,22000000,143000000.0,2157000000.0,176000000.0,-4028000000.0,202000000,2757000000.0,3778022598,83000000.0,1086000000,261000000,202000000.0,202000000,597000000,314000000,314000000,-32000000.0,59000000.0,702000000.0,388000000.0,105000000,-53000000.0,202000000,202000000,5000000.0,50000000.0,3000000,-83000000.0,16000000.0,71203177.08,202000000.0,245000000.0,-1000000,-5000000.0,330000000,26000000.0,-1000000.0,-73000000.0,-7000000.0,2000000.0,-2000000.0,-9000000.0,1247087705,15498086045.0,Technology Services
NRG,39.18999863,0.84,1.3,81.2,13.15,11.11,10600000.0,2157200000,244840000.0,2915000000.0,8525000000.0,23887000000.0,4078000000.0,7794000000.0,27965000000.0,4000000,10498000000.0,971000000.0,3664000000.0,1801000000,-5422000000.0,6233000000.0,259000000.0,12009000000.0,-192000000,2269000000.0,14572000000.0,175000000.0,-638000000.0,2960000000,7944000000.0,445000000,1967000000.0,504000000,2163000000,1618000000.0,318000000,2917000000,2336000000,2336000000,-122000000.0,545000000.0,6609000000.0,4273000000.0,3692000000,-173000000.0,1618000000,1618000000,-311141535.4,0.0,-93000000,-270000000.0,-308000000.0,71203177.08,1618000000.0,1112000000.0,-1082745008,-3000000.0,1478000000,223000000.0,-9000000.0,-80000000.0,-336094604.8,-65000000.0,-76000000.0,-331000000.0,141000000,9595279264.0,Utilities
NSC,263.0599976,1.36,4.01,20.23,7.16,26.84,60200000.0,1034500000,243340000.0,7987129705.0,2224000000.0,24717000000.0,13887000000.0,641000000.0,38604000000.0,244000000,77000000.0,11990000000.0,8499000000.0,10145954224,-571000000.0,769000000.0,1465000000.0,2410000000.0,-571000000,31429000000.0,2722000000.0,3684000000.0,13887000000.0,945000000,13808000000.0,235000000,1196000000.0,558000000,986000000,753000000.0,1627970674,1459000000,1162000000,1162000000,-164000000.0,233000000.0,2852000000.0,1690000000.0,1393000000,-176000000.0,753000000,752000000,11000000.0,0.0,-318000000,-1103000000.0,151000000.0,2000000.0,753000000.0,-205000000.0,-935000000,-22260245.61,1216000000,297000000.0,107816635.5,-268000000.0,-6000000.0,10000000.0,-398000000.0,98000000.0,1247087705,64013019806.0,Industrials
NVDA,212.5800018,1.112560976,0.16,41.94,15.93,33.81,77200000.0,497000000,2490000000.0,2454000000.0,10465000000.0,16834000000.0,23798000000.0,1446000000.0,40632000000.0,3000000,4346088436.0,25359000000.0,1535000000.0,4302000000,-12029000000.0,4423000000.0,1288000000.0,3612000000.0,9000000,3339000000.0,25806000000.0,308000000.0,17042000000.0,3954000000,10944000000.0,2233000000,1664000000.0,1259538676,2638000000,2464000000.0,557000000,4631000000,2671000000,2671000000,-62000000.0,174000000.0,7103000000.0,4432000000.0,2472000000,-33000000.0,2464000000,2464000000,-4014000000.0,195000000.0,-4439000000,-1420000000.0,-1482000000.0,149000000.0,2464000000.0,-4340000000.0,-439000000,-22260245.61,1519000000,298000000.0,107816635.5,-100000000.0,-366000000.0,528000000.0,-222000000.0,-1008000000.0,-22000000,529324000000.0,Information Technology
NWSA,21.17000008,1.112560976,0.2,6.62,3.3,4.94,36900000.0,353600000,392830000.0,2082000000.0,11948000000.0,7173000000.0,8383000000.0,1462000000.0,16520000000.0,6000000,502000000.0,-2482000000.0,937000000.0,4557000000,-1089000000.0,1680000000.0,2184000000.0,3233000000.0,-1089000000,3097000000.0,4599000000.0,505000000.0,1744000000.0,1665000000,1968000000.0,248000000,351000000.0,302000000,361000000,235000000.0,852000000,1438000000,418000000,418000000,-21000000.0,99000000.0,2717000000.0,2299000000.0,1279000000,-57000000.0,262000000,235000000,-30000000.0,-2000000.0,-154000000,-113000000.0,301243676.5,71203177.08,235000000.0,84000000.0,-43000000,-11000000.0,362000000,168000000.0,4000000.0,-86000000.0,-231000000.0,127000000.0,-107000000.0,-377467239.7,16000000,8316211130.0,Consumer Discretionary
OGN,34.90000153,1.112560976,0.28,69.86,7.08738255,21.43,39800000.0,1346056489,253550000.0,7987129705.0,10699241945.0,83712335919.0,-1618000000.0,8278249847.0,107630000000.0,2716837500,4346088436.0,23765154319.0,11839820701.0,10145954224,-11337563687.0,23267119372.0,7257747000.0,51747590041.0,-1552249021,15228179797.0,32431518135.0,28960695355.0,-6904000000.0,6024967444,18899216511.0,3778022598,35909485342.0,1259538676,236000000,202000000.0,455000000,1022000000,387000000,387000000,-98000000.0,34000000.0,1604000000.0,1217000000.0,582000000,-151000000.0,202000000,202000000,-311141535.4,0.0,-1304914795,-478747205.5,301243676.5,71203177.08,202000000.0,414127705.5,-1082745008,-22260245.61,2215622781,509183055.9,107816635.5,-416011386.8,-336094604.8,17521561.64,-582493429.6,-377467239.7,1247087705,8848895387.0,Health Technology
ORCL,79.44999695,0.81,1.2,57.57971631,9.2,24.79,85500000.0,1346056489,2670000000.0,1881000000.0,10699241945.0,116555000000.0,-10101000000.0,11346000000.0,106897000000.0,25591000000,4346088436.0,-34076000000.0,24241000000.0,43842000000,-1616000000.0,22067000000.0,17938000000.0,18881000000.0,-1616000000,8029000000.0,31078000000.0,28960695355.0,-55824000000.0,4462000000,73433000000.0,3778022598,1034000000.0,4998000000,-1496000000,-1247000000.0,2273000000,8201000000,3911000000,3911000000,-679000000.0,-249000000.0,10360000000.0,6449000000.0,2159000000,-5407000000.0,-1247000000,-1247000000,11655000000.0,-2222000000.0,10730000000,-12053000000.0,-7000000.0,157000000.0,-1247000000.0,-5121000000.0,-7076000000,-116000000.0,-3682000000,634000000.0,107816635.5,-861000000.0,-63000000.0,-273000000.0,-925000000.0,-4250000000.0,-23000000,212131000000.0,Information Technology
PARA,36.40999985,1.112560976,2.013416667,57.57971631,7.08738255,18.07093333,6907291333.0,1346056489,655813666.7,7987129705.0,10699241945.0,83712335919.0,22965153517.0,8278249847.0,107630000000.0,2716837500,4346088436.0,23765154319.0,11839820701.0,10145954224,-11337563687.0,23267119372.0,7257747000.0,51747590041.0,-1552249021,15228179797.0,32431518135.0,28960695355.0,7132548738.0,6024967444,18899216511.0,3778022598,35909485342.0,1259538676,1627466946,,1627970674,4041874517,1612219752,1730433242,-145599757.6,290304637.6,9826822899.0,8096389658.0,5784948383,-102966295.3,1337162309,1327182094,-311141535.4,446403187.9,-1304914795,-478747205.5,301243676.5,71203177.08,,414127705.5,-1082745008,-22260245.61,2215622781,509183055.9,107816635.5,-416011386.8,-336094604.8,17521561.64,-582493429.6,-377467239.7,1247087705,93667684784.0,Technology Services
PEP,171.8999939,1.112560976,4.2,55.41,7.98,10.62,49500000.0,2580200000,1380000000.0,18875000000.0,3924000000.0,77264000000.0,15872000000.0,783000000.0,93254000000.0,23000000,1893000000.0,65336000000.0,15164000000.0,18531000000,-53411000000.0,8090000000.0,6506000000.0,25077000000.0,-15125000000,21257000000.0,23710000000.0,2791000000.0,-21534000000.0,9545000000,37023000000.0,4364000000,20060000000.0,1259538676,3045000000,2224000000.0,7464000000,10804000000,3340000000,3340000000,-232000000.0,802000000.0,20189000000.0,16849000000.0,9385000000,-295000000.0,2243000000,2224000000,2000000.0,1213000000.0,-914000000,-2277000000.0,-6000000.0,46000000.0,2224000000.0,1061000000.0,-9000000,-42000000.0,4294000000,650000000.0,5000000.0,-1486000000.0,-202000000.0,55000000.0,-971000000.0,-828000000.0,1247087705,237222000000.0,Consumer Staples
PFG,73.94999695,1.6,2.36,10.74,0.45,12.28,143100000.0,269400000,265070000.0,5326300000.0,10436500000.0,282436000000.0,16070700000.0,167400000.0,298908000000.0,4800000,821000000.0,12583900000.0,275204000000.0,1648400000,-6954500000.0,200541000000.0,3145400000.0,2952300000.0,1619200000,1065400000.0,6951000000.0,83376000000.0,12792900000.0,2336300000,4279700000.0,3778022598,2626800000.0,83800000,428100000,359900000.0,1196500000,1624600000,428100000,428100000,-145599757.6,63800000.0,3423700000.0,2995600000.0,1799100000,0.0,364300000,359900000,-777700000.0,0.0,-1924500000,1679100000.0,301243676.5,14400000.0,359900000.0,728000000.0,-203500000,-22260245.61,973400000,509183055.9,107816635.5,-168200000.0,-336094604.8,613500000.0,-63100000.0,-300000.0,2036700000,19601925691.0,Financials
PG,158.5700073,0.45,3.32,31.09,9.51,18.52,48200000.0,794200000,2420000000.0,23538000000.0,65432000000.0,76523000000.0,43762000000.0,8278249847.0,121416000000.0,4009000000,4346088436.0,110393000000.0,16174000000.0,40315000000,-136072000000.0,10507000000.0,11544000000.0,38027000000.0,-14529000000,21357000000.0,25545000000.0,154000000.0,-20091000000.0,5241000000,22322000000.0,6673000000,14154000000.0,13331000000,5239000000,4223000000.0,5049000000,10289000000,5240000000,5240000000,-106000000.0,997000000.0,20953000000.0,15713000000.0,10664000000,-1000000.0,4242000000,4153000000,3000000.0,170000000.0,-960000000,-2858000000.0,94000000.0,567000000.0,4223000000.0,1174000000.0,-4754000000,-129000000.0,5121000000,684000000.0,107816635.5,-2171000000.0,368000000.0,13000000.0,-626000000.0,3500000000.0,1247087705,383739000000.0,Consumer Staples
PGR,112.1100006,1.112560976,4.9,19.0,4.09,7.03,19300000.0,278600000,58440000.0,1472900000.0,1772900000.0,52900700000.0,17737700000.0,15674300000.0,71132300000.0,584400000,5188000000.0,15339700000.0,297800000.0,452700000,40700000.0,1150500000.0,187100000.0,47595600000.0,40700000,1309900000.0,16174800000.0,50571500000.0,17167700000.0,9399500000,4898800000.0,3778022598,31848900000.0,1259538676,1203900000,962300000.0,1627970674,1318300000,1255500000,1255500000,-51600000.0,241600000.0,12485100000.0,11229600000.0,11166800000,-51600000.0,962300000,955500000,763700000.0,-1688900000.0,455300000,-990800000.0,530700000.0,71203177.08,962300000.0,-83400000.0,-55800000,-22260245.61,452100000,90400000.0,-256300000.0,-935000000.0,847200000.0,-359800000.0,-55200000.0,-377467239.7,1247087705,6551708436.0,Financials
PLD,162.6999969,0.81,2.47,5.89,1.98,40.22,7900000.0,477600000,739330000.0,7987129705.0,35526671000.0,20259196000.0,32442169000.0,11770000.0,57016670000.0,7393000,647800000.0,23765154319.0,1250776000.0,10145954224,-3091895000.0,2651486000.0,585071000.0,1453552000.0,-3091895000,45479990000.0,1232871000.0,7652323000.0,32442169000.0,6024967444,17135668000.0,3778022598,1441776000.0,6000,857166000,723538000.0,66970000,965871000,503682000,503682000,-63638000.0,59435000.0,1274867000.0,771185000.0,308996000,353484000.0,797731000,722007000,-77416000.0,252851000.0,-380568000,-443816000.0,301243676.5,71203177.08,723538000.0,-16375000.0,-962000,-6064000.0,814073000,390806000.0,-8513000.0,-468179000.0,-229041000.0,-326545000.0,-582493429.6,290756000.0,-265431000,120289000000.0,Financials
PNR,52.43000031,1.12,0.79,24.56,9.0,14.69,5700000.0,405600000,165480000.0,428000000.0,1582700000.0,2331700000.0,2421900000.0,265100000.0,4753600000.0,1700000,6400000.0,1051400000.0,323300000.0,2504500000,-213900000.0,122600000.0,94500000.0,1051700000.0,-213900000,394500000.0,1304000000.0,28960695355.0,-510600000.0,583100000,894100000.0,562900000,385700000.0,1259538676,151700000,148700000.0,159800000,328200000,146900000,146900000,-1000000.0,3100000.0,988600000.0,841700000.0,660400000,4800000.0,148600000,148700000,-311141535.4,34900000.0,-276300000,119600000.0,-19100000.0,9500000.0,148700000.0,-78700000.0,-50000000,4900000.0,73100000,19800000.0,107816635.5,-33100000.0,-63800000.0,-2100000.0,-21600000.0,195000000.0,-1800000,8676116451.0,Producer Manufacturing
PPL,29.20000076,1.112560976,1.66,0.13,2.28,-25.59,48600000.0,827700000,750720000.0,343000000.0,12303000000.0,19500000000.0,13723000000.0,987000000.0,33223000000.0,8000000,106000000.0,2572000000.0,6385000000.0,716000000,-1160000000.0,1625000000.0,3571000000.0,2323000000.0,-157000000,25532000000.0,5007000000.0,28960695355.0,12664000000.0,948000000,10745000000.0,322000000,679000000.0,475000000,190000000,134000000.0,-3000000,634000000,311000000,311000000,-108000000.0,48000000.0,1485000000.0,1174000000.0,851000000,-121000000.0,142000000,134000000,-311141535.4,56000000.0,-514000000,-974000000.0,-107000000.0,4000000.0,134000000.0,-1196000000.0,-721000000,-22260245.61,292000000,281000000.0,-1000000.0,-318000000.0,-81000000.0,57000000.0,-513000000.0,67000000.0,-6000000,21921024573.0,Utilities
RCL,82.58000183,2.65,0.0,-71.24,-6.98,0.0,129100000.0,3331900000,254790000.0,7987129705.0,7547210000.0,26198068000.0,6467498000.0,2845455000.0,32665566000.0,2827000,70391000.0,1659244000.0,434398000.0,809373000,-2741783000.0,1418469000.0,3289326000.0,5242920000.0,-675824000,26259936000.0,4167381000.0,10407000.0,5658125000.0,397232000,19797377000.0,142408000,461411000.0,924452000,-1424554000,-1424554000.0,330472000,-349683000,-1006062000,-1006062000,-430661000.0,0.0,456958000.0,1463020000.0,806641000,-418492000.0,-1424554000,-1424554000,-311141535.4,69142000.0,-376559000,-180433000.0,449680000.0,71203177.08,-1424554000.0,-961043000.0,-1082745008,-836000.0,-403215000,325907000.0,-8463000.0,-416011386.8,-44973000.0,172184000.0,-368096000.0,-27020000.0,-153413000,21040558667.0,Consumer Services
RE,290.5700073,0.7,6.2,10.34,2.3,8.79,452500000.0,191500000,39370000.0,797735000.0,2266342000.0,26627462000.0,9978635000.0,4425172000.0,36606097000.0,698000,2385744000.0,11330097000.0,19764114000.0,10145954224,-3618502000.0,1678141000.0,1068441000.0,5262400000.0,203733000,15228179797.0,8128135000.0,26002086000.0,9978635000.0,3408338000,1600948000.0,3778022598,503961000.0,1259538676,-87719000,-73468000.0,17817000,-37763000,-55580000,-55580000,-15539000.0,-14251000.0,2942023000.0,2997603000.0,2979786000,-32139000.0,-73468000,-73468000,-1073302000.0,427447000.0,-969127000,-223420000.0,973888000.0,71203177.08,-73468000.0,-37904000.0,-161156000,-7936000.0,1162579000,509183055.9,104175000.0,-61457000.0,-236967000.0,90861000.0,-582493429.6,-377467239.7,-807000,11439741188.0,Financials
REGN,733.0200195,1.112560976,2.013416667,54.21,26.25,50.24,535000000.0,143800000,105720000.0,7987129705.0,10699241945.0,83712335919.0,22965153517.0,8278249847.0,107630000000.0,2716837500,4346088436.0,23765154319.0,11839820701.0,10145954224,-11337563687.0,23267119372.0,7257747000.0,51747590041.0,-1552249021,15228179797.0,32431518135.0,28960695355.0,7132548738.0,6024967444,18899216511.0,3778022598,35909485342.0,1259538676,1627466946,,1627970674,4041874517,1612219752,1730433242,-145599757.6,290304637.6,9826822899.0,8096389658.0,5784948383,-102966295.3,1337162309,1327182094,-311141535.4,446403187.9,-1304914795,-478747205.5,301243676.5,71203177.08,,414127705.5,-1082745008,-22260245.61,2215622781,509183055.9,107816635.5,-416011386.8,-336094604.8,17521561.64,-582493429.6,-377467239.7,1247087705,77494876465.0,Health Technology
RHI,108.5599976,1.54,1.48,41.84,14.39,8.76,57900000.0,204100000,111330000.0,3852000.0,1222117000.0,1615675000.0,1316043000.0,56613000.0,2931718000.0,111000,507640000.0,112915000.0,85604000.0,222892000,-19100000.0,146280000.0,633719000.0,1341602000.0,-19100000,324943000.0,2233751000.0,28960695355.0,1089299000.0,1005633000,18899216511.0,3778022598,154767000.0,62000,227658000,170871000.0,495576000,725327000,229179000,229179000,-145599757.6,56787000.0,1712566000.0,1483387000.0,987239000,-1521000.0,170871000,170871000,-311141535.4,15002000.0,-18685000,-108692000.0,110339000.0,71203177.08,170871000.0,90914000.0,-66774000,-6502000.0,224793000,13393000.0,-10002000.0,-41858000.0,-107221000.0,-4339000.0,-8683000.0,-60000.0,1247087705,12085984528.0,Industrials
RJF,111.8000031,1.19,1.04,18.13,2.57,14.3,964200000.0,463700000,206160000.0,222000000.0,2088000000.0,53588000000.0,8245000000.0,557000000.0,61891000000.0,2000000,288000000.0,7633000000.0,33365000000.0,660000000,-1478000000.0,1532000000.0,7201000000.0,16980000000.0,-41000000,945000000.0,49902000000.0,8630000000.0,7363000000.0,29736000000,2895000000.0,3778022598,13991000000.0,1259538676,560000000,429000000.0,1902000000,2521000000,0,547000000,-145599757.6,131000000.0,2672000000.0,2125000000.0,151000000,13000000.0,429000000,428000000,-614000000.0,2611000000.0,-1983000000,2105000000.0,1367000000.0,11000000.0,429000000.0,4585000000.0,-1000000,-38000000.0,4501000000,-25000000.0,-5000000.0,-55000000.0,5000000.0,52000000.0,25000000.0,-2000000.0,2152000000,23048688629.0,Financials
RL,108.5199966,1.46,1.38,18.53,6.23,8.38,209900000.0,1262900000,48740000.0,107600000.0,2729700000.0,5412700000.0,2722900000.0,261500000.0,8135600000.0,1300000,21700000.0,6298600000.0,327800000.0,920000000,-6306700000.0,443700000.0,2276800000.0,2429600000.0,-150200000,2097000000.0,4567300000.0,28960695355.0,1695300000.0,542200000,1136000000.0,934500000,472800000.0,499400000,277200000,217700000.0,858900000,1198100000,287800000,287800000,-13400000.0,59500000.0,1815400000.0,1527600000.0,617300000,-10600000.0,217700000,217700000,-43200000.0,150400000.0,-93400000,-356200000.0,-63900000.0,71203177.08,217700000.0,-111300000.0,-300500000,-19200000.0,357500000,56200000.0,107816635.5,-50600000.0,5100000.0,21800000.0,-50200000.0,-5100000.0,1247087705,5289264636.0,Consumer Discretionary
RMD,234.2100067,0.3,1.62,17.52,12.87,14.92,21200000.0,314000000,145720000.0,375400000.0,1643661000.0,1703118000.0,3026049000.0,172497000.0,4729167000.0,583000,77826000.0,3222064000.0,163774000.0,1922037000,-1840259000.0,196828000.0,276149000.0,624158000.0,-217003000,601719000.0,1586255000.0,46928000.0,728612000.0,601353000,793668000.0,506644000,173696000.0,12000000,258788000,203613000.0,176719000,517348000,261913000,261913000,-5360000.0,55175000.0,904015000.0,642102000.0,386667000,-3125000.0,203613000,203613000,-6600000.0,-293303000.0,-41874000,92970000.0,-14391000.0,4354000.0,203613000.0,-19129000.0,-195000,-4568000.0,-65657000,37460000.0,-3481000.0,-61189000.0,33704000.0,13077000.0,-27340000.0,150000000.0,1247087705,34129082178.0,Health Technology
ROL,34.90000153,0.57,0.29,34.21,14.72,14.74,2400000.0,292400000,492050000.0,402538000.0,102484000.0,803184000.0,1101629000.0,212478000.0,1904813000.0,492049000,48663000.0,524561000.0,99057000.0,665645000,-17465000.0,80253000.0,117655000.0,477496000.0,-17465000,382923000.0,373454000.0,28960695355.0,33446000.0,180160000,49250000.0,26976000,38509000.0,18750000,127072000,93853000.0,194261000,344725000,126847000,126847000,-222000.0,33219000.0,650199000.0,523352000.0,305474000,225000.0,93853000,93853000,-311141535.4,0.0,-17521000,-66794000.0,-49002000.0,71203177.08,93853000.0,-10873000.0,-309000,-6264000.0,79706000,23617000.0,107816635.5,-39945000.0,-336094604.8,11238000.0,-6802000.0,-20000000.0,-6540000,17172545751.0,Consumer Services
ROP,461.1600037,1.07,2.25,8.91,4.14,19.95,33300000.0,705100000,105480000.0,6588500000.0,2307800000.0,12150100000.0,11563800000.0,1545000000.0,23713900000.0,1100000,931100000.0,9455600000.0,1724800000.0,14094500000,-200700000.0,286000000.0,351500000.0,3121800000.0,-183100000,323800000.0,2421100000.0,28960695355.0,-9119200000.0,962400000,7122600000.0,176100000,150800000.0,799200000,264700000,287800000.0,69500000,1018000000,420100000,420100000,-55900000.0,64800000.0,1512300000.0,1092200000.0,494300000,-155400000.0,199900000,287800000,-311141535.4,162500000.0,-100500000,-472600000.0,301243676.5,3700000.0,287800000.0,-1000000.0,-1082745008,-7400000.0,579500000,157100000.0,114800000.0,-59500000.0,-84500000.0,56100000.0,-10400000.0,-410000000.0,-6800000,48643157186.0,Industrials
SBNY,265.9100037,1.112560976,2.24,12.94,0.95,46.23,4817700000.0,1346056489,60630000.0,7987129705.0,3751582000.0,100172000000.0,7679132000.0,8278249847.0,107851000000.0,606000,1177331000.0,4069670000.0,13200000.0,10145954224,-142726000.0,59168356000.0,28835657000.0,96669150000.0,-142726000,311427000.0,30053758000.0,18317198000.0,7679132000.0,6024967444,3234118000.0,15874000,95566340000.0,150000000,327015000,241423000.0,174347000,508258000,0,333911000,-145599757.6,85592000.0,508258000.0,174347000.0,0,-6896000.0,241423000,232087000,-2238643000.0,0.0,-6368831000,10515662000.0,-255855000.0,654676000.0,241423000.0,3855687000.0,-1082745008,-22260245.61,-291144000,5328000.0,4089000.0,-42878000.0,-336094604.8,-277594000.0,-10611000.0,-100000000.0,10003864000,16122123522.0,Financials
SEDG,300.6600037,1.01,2.013416667,12.83,4.64,8.24,129900000.0,545700000,52520000.0,61639000.0,652109000.0,1414750000.0,1242083000.0,95167000.0,2656833000.0,5000,5566000.0,609104000.0,331551000.0,131757000,-19135000.0,28267000.0,526588000.0,405507000.0,-19135000,392658000.0,1552554000.0,489958000.0,1048687000.0,416244000,620808000.0,304713000,137621000.0,141000,60663000,53048000.0,50481000,172561000,66414000,66414000,-2413000.0,7615000.0,526404000.0,459990000.0,353843000,-5751000.0,53048000,53048000,-31248000.0,6360000.0,-61961000,1774000.0,25431000.0,1922000.0,53048000.0,2476000.0,-1082745008,879000.0,61784000,10100000.0,1151000.0,-416011386.8,-77567000.0,26238000.0,-31864000.0,166000.0,-314000,15790663392.0,Producer Manufacturing
SJM,139.6900024,0.31,3.78,7.0,4.31,7.31,26200000.0,548100000,108360000.0,5710000000.0,5553600000.0,7699500000.0,8266900000.0,314400000.0,15966400000.0,27100000,98600000.0,2955500000.0,1638900000.0,6017800000,-269300000.0,141500000.0,284300000.0,1664600000.0,-269300000,2108900000.0,1988200000.0,28960695355.0,-3460900000.0,563200000,4309700000.0,1042100000,1006800000.0,1259538676,109600000,69700000.0,339000000,689900000,280100000,280100000,-39500000.0,39900000.0,2057100000.0,1777000000.0,1367200000,-170500000.0,69700000,69700000,-311141535.4,-7000000.0,11100000,-321600000.0,1500000.0,12200000.0,69700000.0,129000000.0,-200000,-200000.0,439700000,115200000.0,-1800000.0,-107000000.0,94900000.0,152500000.0,-117300000.0,-226100000.0,-500000,15136808665.0,Consumer Staples
