Ticker,RecentPrice,Beta,AnnualDividendRate,ROE(%),ROA(%),ProfitMargin(%),TotalCash,TotalDebt,OutstandingShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,netIncome.1,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,otherCashflowsFromFinancingActivities,MarketCap,Sector
BDX,271.6799927,0.72,3.32,8.82,3.9,10.33,80800000.0,763600000,285040000.0,12783000000.0,19272000000.0,30189000000.0,23675000000.0,176000000.0,53866000000.0,365000000,108000000.0,13826000000.0,6109000000.0,23901000000,-9788000000.0,1505000000.0,2283000000.0,6626000000.0,-2065000000,6839000000.0,8838000000.0,28960695355.0,-13009000000.0,2497000000,17110000000.0,2866000000,1793000000.0,500000000,266000000,265000000.0,1340000000,2436000000,709000000,709000000,-111000000.0,1000000.0,5135000000.0,4426000000.0,2699000000,-443000000.0,265000000,243000000,-311141535.4,687000000.0,-694000000,-1142000000.0,-344000000.0,71203177.08,265000000.0,-890000000.0,-750000000,-3000000.0,951000000,592000000.0,-4000000.0,-259000000.0,-95000000.0,-50000000.0,-465000000.0,41000000.0,-174000000,77439665112.0,Health Care
BEN,25.56999969,1.112560976,1.12,17.8,5.98,22.41,83200000.0,294800000,50180000.0,4784400000.0,10699241945.0,11815300000.0,11552900000.0,1684400000.0,24995100000.0,50300000,6707100000.0,11892200000.0,4583400000.0,4724500000,-389600000.0,323500000.0,4178800000.0,3346900000.0,-389600000,1178900000.0,12320600000.0,1663200000.0,2044000000.0,1434700000,3393700000.0,3778022598,519400000.0,1259538676,695900000,453200000.0,296400000,954000000,599300000,599300000,-19300000.0,151100000.0,2224000000.0,1624700000.0,1270000000,96600000.0,544800000,433900000,-336900000.0,2500000.0,-728600000,467300000.0,-340400000.0,71203177.08,453200000.0,-102900000.0,-21700000,-8000000.0,166400000,80700000.0,3900000.0,-143100000.0,-140600000.0,-81900000.0,-16700000.0,499500000.0,132600000,1283102585.0,Financials
BIIB,212.5500031,1.112560976,2.013416667,19.47,6.55,13.92,201200000.0,700200000,146890000.0,2286800000.0,10699241945.0,12925000000.0,10429900000.0,1264400000.0,23806700000.0,100000,736300000.0,13543500000.0,2092900000.0,5760500000,-3113700000.0,1824500000.0,1541800000.0,4211600000.0,-136600000,3799800000.0,7162300000.0,2972800000.0,2382600000.0,2123000000,6272300000.0,1347900000,427900000.0,998800000,292200000,329200000.0,654100000,2267100000,821800000,821800000,-66300000.0,-25900000.0,2778900000.0,1957100000.0,511800000,-529600000.0,318100000,329200000,-170300000.0,89000000.0,-233600000,-746500000.0,-23000000.0,71203177.08,329200000.0,-200200000.0,-750000000,-25400000.0,805300000,133200000.0,-1400000.0,-416011386.8,-53700000.0,459400000.0,-42000000.0,-377467239.7,3500000,31221469948.0,Health Care
BIO,548.1900024,0.87,2.013416667,55.13,2.43,223.47,446900000.0,14700000,24840000.0,177073000.0,421203000.0,4621002000.0,15332378000.0,231771000.0,19953380000.0,3000,16073000.0,15080854000.0,3783623000.0,291916000,-169682000.0,106631000.0,859902000.0,649916000.0,-63041000,680839000.0,2466286000.0,16230635000.0,14863389000.0,419614000,18899216511.0,588911000,136398000.0,1239000,5022226000,3928033000.0,217450000,437535000,155804000,155804000,-426000.0,1094193000.0,747049000.0,591245000.0,309514000,4866422000.0,3928033000,3928033000,-46761000.0,1126000000.0,-81350000,-15582000.0,12600000.0,6353000.0,3928033000.0,127359000.0,-21813000,-6072000.0,230363000,43400000.0,107816635.5,-416011386.8,-23700000.0,-4861370000.0,-34628000.0,-122000.0,1247087705,13617039661.0,Health Technology
BMY,77.51000214,1.112560976,1.96,18.99,5.39,15.08,79000000.0,1266300000,2220000000.0,42527000000.0,44361000000.0,73308000000.0,35946000000.0,3867000000.0,109314000000.0,292000000,1430000000.0,23820000000.0,10961000000.0,20502000000,-32527000000.0,3342000000.0,13979000000.0,21868000000.0,-1268000000,6968000000.0,33262000000.0,2713000000.0,-27083000000.0,12516000000,39605000000.0,2095000000,2949000000.0,4764000000,1858000000,2372000000.0,2374000000,9629000000,2231000000,2231000000,-311000000.0,-514000000.0,11985000000.0,9754000000.0,2356000000,-373000000.0,2372000000,2372000000,695000000.0,226000000.0,401000000,-3967000000.0,236000000.0,71203177.08,2372000000.0,437000000.0,-2751000000,-54000000.0,4057000000,2635000000.0,107816635.5,-1099000000.0,-168000000.0,-894000000.0,-320000000.0,-114000000.0,-3000000,172072000000.0,Health Care
BRK-B,344.3299866,0.9,2.013416667,19.34,7.94,32.0,1002050000000.0,239000000,130000000.0,29805000000.0,35603000000.0,439683000000.0,472480000000.0,82664000000.0,920758000000.0,8000000,1192000000.0,494775000000.0,195052000000.0,73770000000,-57906000000.0,70604000000.0,69989000000.0,131931000000.0,-4834000000,188875000000.0,212182000000.0,345522000000.0,368905000000.0,41601000000,112700000000.0,20191000000,47002000000.0,1259538676,12484000000,10344000000.0,1627970674,13163000000,13163000000,13163000000,-1056000000.0,1840000000.0,70583000000.0,57420000000.0,57420000000,-679000000.0,10644000000,10344000000,26180000000.0,1583000000.0,23514000000,-7786000000.0,4631000000.0,71203177.08,10344000000.0,27809000000.0,-7632000000,14000000.0,12067000000,2668000000.0,964000000.0,-416011386.8,-1985000000.0,-5301000000.0,-3581000000.0,262000000.0,-416000000,44762898254.0,Financials
BWA,37.00999832,1.112560976,0.68,14.58,7.36,5.07,62800000.0,648000000,239770000.0,1134000000.0,2617000000.0,9471000000.0,6646000000.0,906000000.0,16491000000.0,3000000,322000000.0,6582000000.0,1387000000.0,3285000000,-2556000000.0,565000000.0,1507000000.0,3637000000.0,-746000000,4598000000.0,6462000000.0,447000000.0,2227000000.0,2911000000,4288000000.0,1649000000,2131000000.0,10000000,196000000,96000000.0,333000000,650000000,321000000,321000000,-21000000.0,79000000.0,3416000000.0,3095000000.0,2766000000,-125000000.0,117000000,96000000,-8000000.0,-272000000.0,-139000000,-59000000.0,-1000000.0,71203177.08,96000000.0,-58000000.0,-1082745008,-2000000.0,142000000,195000000.0,15000000.0,-41000000.0,113000000.0,142000000.0,-152000000.0,15000000.0,-33000000,8873887298.0,Consumer Discretionary
C,50.93000031,1.112560976,2.04,10.93,0.97,29.27,4642500000.0,1346056489,1980000000.0,4495000000.0,108003000000.0,2088740000000.0,182977000000.0,161529000000.0,2291410000000.0,31000000,4346088436.0,184948000000.0,74920000000.0,21299000000,-110005000000.0,777164000000.0,27515000000.0,1759450000000.0,-38765000000,15228179797.0,975633000000.0,512822000000.0,157587000000.0,54340000000,254374000000.0,27000000,1317230000000.0,1259538676,3950000000,3173000000.0,10275000000,17313000000,0,3950000000,-145599757.6,771000000.0,17313000000.0,13363000000.0,0,0.0,3179000000,2924000000,-311141535.4,0.0,-1304914795,-478747205.5,301243676.5,71203177.08,3173000000.0,414127705.5,-1082745008,-22260245.61,2215622781,509183055.9,107816635.5,-416011386.8,-336094604.8,17521561.64,-582493429.6,-377467239.7,1247087705,100841000000.0,Financials
CAT,227.8099976,1.112560976,4.28,40.72,5.34,12.73,171800000.0,2288000000,540940000.0,1042000000.0,10699241945.0,66277000000.0,16484000000.0,3938000000.0,82793000000.0,6398000000,4346088436.0,39282000000.0,10397000000.0,6324000000,-29196000000.0,7175000000.0,9254000000.0,29847000000.0,-1553000000,12090000000.0,43455000000.0,28960695355.0,9118000000.0,8477000000,9746000000.0,14038000000,8154000000.0,54000000,2549000000,2120000000.0,2238000000,5050000000,1130000000,1130000000,-176000000.0,429000000.0,13798000000.0,12668000000.0,8748000000,1419000000.0,2120000000,2120000000,-512000000.0,804000000.0,-992000000,-586000000.0,7000000.0,13000000.0,2120000000.0,-186000000.0,-1046000000,-20000000.0,1412000000,586000000.0,87000000.0,-416011386.8,-933000000.0,-781000000.0,-785000000.0,1046000000.0,-599000000,123232000000.0,Industrials
CCI,192.6799927,1.112560976,5.32,13.07,3.25,17.29,6800000.0,3270700000,43220000.0,4046000000.0,18011000000.0,30782000000.0,8258000000.0,776000000.0,39040000000.0,4000000,327000000.0,23765154319.0,2168000000.0,10078000000,-9757000000.0,1711000000.0,292000000.0,2026000000.0,-9757000000,21951000000.0,1254000000.0,28960695355.0,-5866000000.0,635000000,20315000000.0,3778022598,246000000.0,72000000,354000000,353000000.0,180000000,1130000000,535000000,535000000,-164000000.0,1000000.0,1654000000.0,1119000000.0,524000000,-181000000.0,353000000,353000000,-311141535.4,-1000000.0,-421000000,-389000000.0,-30000000.0,71203177.08,353000000.0,-76000000.0,-1000000,-22260245.61,734000000,361000000.0,107816635.5,-635000000.0,-51000000.0,98000000.0,-337000000.0,246000000.0,1000000,8327629283.0,Telecommunications Services
CDAY,60.63000107,1.112560976,2.013416667,-3.91,-0.22,-8.62,25000000.0,529400000,151330000.0,332400000.0,2805700000.0,6779700000.0,2221800000.0,5392000000.0,9001500000.0,1500000,5384800000.0,-299700000.0,66600000.0,2318100000,-285700000.0,212700000.0,378800000.0,5554800000.0,-285700000,174700000.0,5963600000.0,28960695355.0,-428700000.0,116600000,1113400000.0,3778022598,42400000.0,6800000,-29400000,-20900000.0,108000000,106300000,-14300000,-14300000,-10000000.0,-8500000.0,257200000.0,271500000.0,150900000,-15100000.0,-20900000,-20900000,-86700000.0,6900000.0,-101000000,2232000000.0,4200000.0,36500000.0,-20900000.0,2149600000.0,-1082745008,-7200000.0,25800000,21000000.0,107816635.5,-416011386.8,-1600000.0,17400000.0,-1400000.0,43400000.0,2152100000,9175138062.0,Technology Services
CHTR,555.3200073,1.112560976,2.013416667,17.69,4.6,8.4,26000000.0,4174300000,179290000.0,72597000000.0,30015000000.0,120969000000.0,17030000000.0,4859000000.0,142495000000.0,2716837500,4346088436.0,-2151000000.0,22134000000.0,29554000000,-10834000000.0,1388000000.0,466000000.0,12237000000.0,-1552249021,35458000000.0,3498000000.0,28960695355.0,-85121000000.0,2645000000,85376000000.0,3778022598,686000000.0,2996000000,1754000000,1217000000.0,918000000,6091000000,2903000000,2903000000,-1016000000.0,347000000.0,13146000000.0,10243000000.0,7055000000,-1149000000.0,1407000000,1217000000,-311141535.4,117000000.0,-1790000000,-3718000000.0,-14000000.0,17000000.0,1217000000.0,-1245000000.0,-3666000000,-22260245.61,4263000000,2270000000.0,76000000.0,-416011386.8,-62000000.0,735000000.0,-1861000000.0,418000000.0,-487000000,99563324113.0,Consumer Services
CMA,88.37000275,1.51,2.72,14.52,1.28,34.21,1876800000.0,1346056489,131150000.0,12000000.0,2170000000.0,86726000000.0,7409000000.0,38000000.0,94529000000.0,1141000000,4310000000.0,10366000000.0,196000000.0,635000000,-6268000000.0,47586000000.0,23589000000.0,83693000000.0,-207000000,447000000.0,28925000000.0,16924000000.0,6762000000.0,6024967444,2837000000.0,1000000,82284000000.0,1259538676,332000000,262000000.0,450000000,797000000,0,336000000,-145599757.6,70000000.0,797000000.0,461000000.0,0,-4000000.0,262000000,255000000,-1115000000.0,0.0,1481000000,5405000000.0,-106000000.0,4000000.0,262000000.0,7088000000.0,-220000000,-22260245.61,202000000,25000000.0,5000000.0,-97000000.0,-336094604.8,5000000.0,-15000000.0,-377467239.7,5718000000,11589725860.0,Financials
CMCSA,47.58000183,1.112560976,0.98,15.31,4.56,12.73,25800000.0,1046600000,4560000000.0,92758000000.0,40134000000.0,179235000000.0,95782000000.0,4773000000.0,277061000000.0,54000000,3647000000.0,61783000000.0,50806000000.0,69626000000,-6189000000.0,25278000000.0,11806000000.0,26738000000.0,1328000000,52809000000.0,27427000000.0,9163000000.0,-66602000000.0,11974000000,101691000000.0,3778022598,12020000000.0,695000000,5166000000,4035000000.0,10976000000,19903000000,5449000000,5449000000,-1050000000.0,1235000000.0,30298000000.0,24849000000.0,10395000000,-283000000.0,3931000000,4035000000,-36000000.0,368000000.0,-2775000000,-3882000000.0,-1445000000.0,71203177.08,4035000000.0,-560000000.0,-1660000000,-3000000.0,6100000000,3477000000.0,143000000.0,-1157000000.0,-857000000.0,522000000.0,-2264000000.0,-1124000000.0,59000000,216965000000.0,Consumer Discretionary
CME,237.6600037,1.112560976,3.55,8.98,1.03,52.6,43700000.0,148100000,35940000.0,20767900000.0,21203800000.0,159492000000.0,27282100000.0,149541000000.0,186774000000.0,3600000,149554000000.0,6037400000.0,5839500000.0,10529000000,37300000.0,2922700000.0,1459400000.0,150417000000.0,37300000,960300000.0,151594000000.0,28960695355.0,-4014800000.0,470400000,2695700000.0,3778022598,71000000.0,1259538676,1095900000,926500000.0,366500000,1107100000,613700000,613700000,-41800000.0,169600000.0,1107100000.0,493400000.0,0,482200000.0,926300000,926500000,130000000.0,24600000.0,58800000,-342100000.0,-22300000.0,71203177.08,926500000.0,348300000.0,-17700000,-22260245.61,631600000,96200000.0,107816635.5,-322500000.0,50700000.0,-439500000.0,-31700000.0,-377467239.7,-1900000,8541500532.0,Financials
CNC,86.54000092,1.112560976,2.013416667,5.04,3.13,1.14,251500000.0,838600000,58350000.0,7824000000.0,19672000000.0,51353000000.0,26795000000.0,434000000.0,78375000000.0,1000000,1625000000.0,8139000000.0,3398000000.0,19771000000,-1017000000.0,1283000000.0,13118000000.0,25765000000.0,77000000,6957000000.0,28497000000.0,14043000000.0,-800000000.0,12215000000,18078000000.0,3778022598,24860000000.0,267000000,694000000,599000000.0,2813000000,5204000000,735000000,735000000,-162000000.0,101000000.0,30596000000.0,29861000000.0,25392000000,-41000000.0,593000000,599000000,-758000000.0,208000000.0,-857000000,-235000000.0,294000000.0,71203177.08,599000000.0,-420000000.0,-248000000,-3000000.0,675000000,378000000.0,19000000.0,-416011386.8,-730000000.0,-74000000.0,-248000000.0,-3000000.0,16000000,5049609053.0,Health Services
COO,399.6199951,0.86,0.06,54.7,4.62,100.76,19400000.0,251600000,49410000.0,1271500000.0,1715200000.0,2664200000.0,6941800000.0,303400000.0,9606200000.0,5400000,89600000.0,6202100000.0,304300000.0,2574000000,-980900000.0,2673600000.0,95900000.0,732100000.0,-341300000,1604600000.0,1465300000.0,17200000.0,3096300000.0,515300000,1396100000.0,585600000,161400000.0,1259538676,121600000,110300000.0,309500000,531300000,160000000,160000000,-5000000.0,11300000.0,759100000.0,599100000.0,227800000,-38400000.0,110300000,110300000,-311141535.4,-16000000.0,-66000000,-123800000.0,22400000.0,29400000.0,110300000.0,-16400000.0,-1082745008,-1100000.0,174500000,77400000.0,107816635.5,-1500000.0,-75500000.0,55100000.0,-65000000.0,-138400000.0,-13300000,19745223959.0,Health Technology
CRL,284.6300049,1.17,2.013416667,18.37,5.84,11.58,42300000.0,1286500000,50460000.0,1099880000.0,1720461000.0,4593816000.0,2426566000.0,353997000.0,7058437000.0,506000,245798000.0,878818000.0,473377000.0,2736322000,-173219000.0,181367000.0,212539000.0,983751000.0,-132779000,1460633000.0,1379040000.0,201195000.0,-1409636000.0,660452000,2866859000.0,181694000,127913000.0,105000,123270000,103426000.0,140718000,337860000,164290000,164290000,-16455000.0,18111000.0,895937000.0,731647000.0,558077000,-41020000.0,105159000,103426000,-7941000.0,21800000.0,-355050000,178895000.0,6200000.0,8016000.0,103426000.0,-985000.0,-143000,448000.0,174722000,68686000.0,15000.0,-416011386.8,-30368000.0,3510000.0,-55536000.0,171107000.0,-85000,14362430046.0,Commercial Services
CTLT,97.31999969,1.112560976,2.013416667,14.79,4.97,14.27,117900000.0,985800000,171190000.0,793000000.0,4234000000.0,5803000000.0,4021000000.0,310000000.0,10183000000.0,2000000,140000000.0,114000000.0,482000000.0,2531000000,-329000000.0,344000000.0,1969000000.0,1096000000.0,-329000000,2581000000.0,3931000000.0,3000000.0,697000000.0,1055000000,4037000000.0,653000000,363000000.0,79000000,103000000,93000000.0,180000000,324000000,140000000,140000000,-26000000.0,10000000.0,1025000000.0,885000000.0,701000000,-37000000.0,93000000,84000000,16000000.0,-6000000.0,-167000000,1082000000.0,-165000000.0,8000000.0,93000000.0,1073000000.0,-4000000,-5000000.0,163000000,81000000.0,107816635.5,-4000000.0,185000000.0,36000000.0,-154000000.0,1093000000.0,-11000000,16660210748.0,Health Technology
CVS,103.6800003,1.112560976,2.0,10.56,3.55,2.67,97200000.0,1054100000,1320000000.0,29545000000.0,47116000000.0,160273000000.0,74308000000.0,23704000000.0,234891000000.0,17000000,5319000000.0,54264000000.0,20276000000.0,79121000000,-27089000000.0,9780000000.0,9826000000.0,64709000000.0,1048000000,33233000000.0,60842000000.0,22370000000.0,-34358000000.0,25283000000,55625000000.0,17399000000,12696000000.0,1561000000,2145000000,1598000000.0,9190000000,12456000000,3266000000,3266000000,-602000000.0,558000000.0,73548000000.0,70282000000.0,61092000000,-1121000000.0,1587000000,1598000000,-235000000.0,2271000000.0,-847000000,-1967000000.0,1436000000.0,110000000.0,1598000000.0,2707000000.0,-2000000,-22260245.61,5521000000,1134000000.0,23000000.0,-659000000.0,-1120000000.0,622000000.0,-608000000.0,-1413000000.0,-3000000,136858000000.0,Consumer Staples
DD,68.69999695,1.26,1.2,4.64,2.65,29.22,32200000.0,406000000,51810000.0,8644000000.0,49702000000.0,18776000000.0,26633000000.0,718000000.0,46015000000.0,5000000,1131000000.0,-22892000000.0,3595000000.0,19688000000,-182000000.0,813000000.0,1670000000.0,4221000000.0,-182000000,7344000000.0,8497000000.0,1029000000.0,-1699000000.0,2852000000,10627000000.0,2844000000,2538000000.0,1000000,558000000,391000000.0,461000000,1493000000,684000000,684000000,-115000000.0,125000000.0,4271000000.0,3587000000.0,2778000000,-126000000.0,433000000,391000000,-311141535.4,147000000.0,-2398000000,-665000000.0,148000000.0,2000000.0,391000000.0,-2242000000.0,-501000000,-21000000.0,842000000,370000000.0,9000000.0,-157000000.0,-53000000.0,17000000.0,-2520000000.0,-377467239.7,-9000000,3559346842.0,Materials
DLR,145.0200043,1.112560976,4.6,9.44,1.31,38.62,5000000.0,819400000,283790000.0,2442166000.0,21075863000.0,17845778000.0,17272878000.0,675307000.0,36369560000.0,2824000,8787000.0,23765154319.0,666451000.0,7937440000,-3805809000.0,777675000.0,142698000.0,2171279000.0,-3805809000,22033999000.0,1370591000.0,1807689000.0,6893272000.0,1219106000,13448210000.0,3778022598,1325033000.0,1259538676,1094358000,1067810000.0,188108000,638092000,154502000,154502000,-71762000.0,3961000.0,1103454000.0,948952000.0,465362000,939856000.0,1090397000,1057629000,-6641000.0,156603000.0,118096000,-513460000.0,301243676.5,3787000.0,1067810000.0,24393000.0,-1082745008,-32182000.0,451938000,379635000.0,-50298000.0,-9947000.0,-184879000.0,-971606000.0,-582493429.6,-508784000.0,1484000,41155227012.0,Finance
DOW,65.48999786,1.62,2.8,39.37,7.4,11.32,41300000.0,974600000,739610000.0,2962000000.0,7988000000.0,44721000000.0,16439000000.0,1948000000.0,61749000000.0,8000000,769000000.0,19357000000.0,16307000000.0,8801000000,-10914000000.0,2783000000.0,2911000000.0,12793000000.0,-9689000000,21375000000.0,20393000000.0,5435000000.0,4676000000.0,9461000000,13719000000.0,7111000000,7497000000.0,223000000,2248000000,1683000000.0,317000000,3262000000,2635000000,2635000000,-178000000.0,542000000.0,14837000000.0,12202000000.0,11575000000,-387000000.0,1706000000,1675000000,-327000000.0,130000000.0,-767000000,-2474000000.0,256000000.0,12000000.0,1683000000.0,-630000000.0,-400000000,-45000000.0,2721000000,703000000.0,-10000000.0,-518000000.0,-319000000.0,470000000.0,-435000000.0,-1120000000.0,-448000000,48437057320.0,Materials
DPZ,387.2399902,1.112560976,3.6,57.57971631,29.6,11.59,81200000.0,1346056489,36360000.0,91371000.0,115000.0,5891869000.0,-4127513000.0,218405000.0,1764356000.0,366000,393081000.0,-4125582000.0,87786000.0,15034000,-2412000.0,37908000.0,295352000.0,596354000.0,-2412000,511547000.0,1025996000.0,82500000.0,-4233918000.0,238906000,4953525000.0,64563000,111780000.0,51500000,134805000,120402000.0,96342000,276622000,180280000,180280000,-45523000.0,14403000.0,997990000.0,817710000.0,721368000,-45475000.0,120402000,120402000,-311141535.4,0.0,-17476000,-126926000.0,56372000.0,6923000.0,120402000.0,44540000.0,-85417000,-244000.0,189186000,16578000.0,13000.0,-34786000.0,-336094604.8,-5498000.0,-17489000.0,-13646000.0,1247087705,14080046045.0,Consumer Services
ECL,176.6000061,1.01,1.92,17.58,6.49,9.08,31300000.0,909100000,286570000.0,2889700000.0,6399800000.0,10964400000.0,6933500000.0,553400000.0,17926200000.0,363700000,45800000.0,8659800000.0,1875100000.0,6125600000,-8489800000.0,477100000.0,897900000.0,2894500000.0,-1733500000,3447000000.0,4986800000.0,28960695355.0,-2081800000.0,2542100000,5923200000.0,1378200000,1237100000.0,2700000,402400000,324500000.0,812000000,1357000000,545000000,545000000,-46000000.0,73800000.0,3320800000.0,2775800000.0,1963800000,-142600000.0,328600000,324500000,-311141535.4,38000000.0,-290700000,-841000000.0,71200000.0,53900000.0,324500000.0,-504500000.0,-7200000,4500000.0,622700000,206900000.0,-4400000.0,-137300000.0,-81900000.0,40300000.0,-178200000.0,-752100000.0,1700000,50608263749.0,Materials
EFX,216.3800049,1.43,1.56,21.56,6.59,14.54,166000000.0,1538600000,1220000.0,1366600000.0,1517600000.0,7528200000.0,3539200000.0,757800000.0,11083300000.0,236600000,49700000.0,4677400000.0,671900000.0,5169200000,-2892400000.0,279400000.0,2025500000.0,1886900000.0,-261600000,1252900000.0,2890300000.0,124900000.0,-2996600000.0,694600000,4969400000.0,3778022598,192500000.0,1259538676,265400000,205400000.0,344200000,733900000,273200000,273200000,-35000000.0,58800000.0,1222900000.0,949700000.0,489000000,-7800000.0,206600000,205400000,-311141535.4,0.0,-344700000,1522700000.0,84800000.0,8300000.0,205400000.0,1567400000.0,-13500000,-9000000.0,398400000,118500000.0,107816635.5,-47600000.0,-3600000.0,-6700000.0,-97400000.0,1597000000.0,-21500000,263983606.0,Financials
EL,263.8699951,1.0,2.12,53.24,10.37,17.83,111200000.0,1149300000,23170000.0,3923000000.0,5450000000.0,14623000000.0,6081000000.0,1123000000.0,21580000000.0,6000000,61000000.0,12864000000.0,1964000000.0,2575000000,-12239000000.0,1125000000.0,3995000000.0,5319000000.0,-625000000,4471000000.0,9486000000.0,28960695355.0,-417000000.0,2265000000,5267000000.0,2633000000,1485000000.0,285000000,897000000,692000000.0,2395000000,3334000000,939000000,939000000,-42000000.0,202000000.0,4392000000.0,3453000000.0,1058000000,-42000000.0,695000000,692000000,-6000000.0,-191000000.0,-153000000,-714000000.0,-44000000.0,36000000.0,692000000.0,-963000000.0,-557000000,-15000000.0,-81000000,183000000.0,58000000.0,-192000000.0,-583000000.0,40000000.0,-205000000.0,-1000000.0,1247087705,6113867787.0,Consumer Staples
EXPD,96.69000244,0.79,1.1,39.3,17.14,7.93,107400000.0,133300000,16940000.0,7987129705.0,74925000.0,3655791000.0,3417358000.0,1044992000.0,7076383000.0,1694000,961035000.0,3463539000.0,5651000.0,7927000,-122800000.0,17112000.0,1820106000.0,3275482000.0,-122800000,939805000.0,6111539000.0,28960695355.0,3409431000.0,3330398000,18899216511.0,3778022598,1806977000.0,1259538676,492832000,359068000.0,4237000,567430000,489637000,489637000,-145599757.6,132922000.0,4319261000.0,3829624000.0,3751831000,3195000.0,359910000,359068000,-311141535.4,817535000.0,-10027000,-13786000.0,-343816000.0,56965000.0,359068000.0,145985000.0,-76599000,-7573000.0,177371000,12753000.0,-157000.0,-416011386.8,-714300000.0,12753000.0,-9870000.0,7479000.0,-1631000,1637928641.0,Industrials
FAST,56.00999832,1.22,1.09,30.42,17.7,15.25,4400000.0,208500000,575160000.0,7987129705.0,90600000.0,1257800000.0,2964700000.0,8278249847.0,4222500000.0,2900000,169300000.0,2900800000.0,104600000.0,10145954224,-29600000.0,183300000.0,250500000.0,662500000.0,-29600000,1268900000.0,2770300000.0,28960695355.0,2964700000.0,949400000,330000000.0,1401100000,256900000.0,35000000,316100000,243500000.0,401800000,720200000,318400000,318400000,-2400000.0,72600000.0,1554200000.0,1235800000.0,834000000,-2300000.0,243500000,243500000,-311141535.4,20800000.0,-45600000,-190200000.0,-14400000.0,10800000.0,243500000.0,-71300000.0,-1082745008,-2900000.0,167400000,42800000.0,-100000.0,-161000000.0,-44200000.0,4100000.0,-47400000.0,-40000000.0,1247087705,32214710635.0,Industrials
FB,210.1799927,1.112560976,2.013416667,31.1,17.97,33.38,176300000.0,115700000,2370000000.0,634000000.0,55811000000.0,41108000000.0,124879000000.0,12698000000.0,165987000000.0,2716837500,149000000.0,69761000000.0,6721000000.0,19197000000,-693000000.0,2751000000.0,16601000000.0,21135000000.0,-693000000,69964000000.0,66666000000.0,6775000000.0,105048000000.0,14039000000,18899216511.0,3778022598,4083000000.0,1259538676,12703000000,10285000000.0,7692000000,27323000000,12585000000,12585000000,-145599757.6,2418000000.0,33671000000.0,21086000000.0,6348000000,118000000.0,10285000000,10285000000,11843000000.0,976000000.0,5829000000,-21742000000.0,3678000000.0,71203177.08,10285000000.0,2061000000.0,-21569000000,-130000000.0,18104000000,2014000000.0,-124000000.0,-416011386.8,-2038000000.0,3189000000.0,-5369000000.0,-173000000.0,1247087705,498127000000.0,Technology Services
FDX,205.7400055,1.112560976,2.9,21.38,5.91,5.49,128900000.0,1476700000,264970000.0,7987129705.0,3653000000.0,59307000000.0,24940000000.0,8278249847.0,84247000000.0,32000000,4346088436.0,31307000000.0,11082000000.0,6702000000,-10052000000.0,3627000000.0,6833000000.0,13884000000.0,-977000000,53171000000.0,20747000000.0,28960695355.0,18238000000.0,12197000000,19946000000.0,594000000,4190000000.0,47000000,1380000000,1044000000.0,1627970674,5890000000,1594000000,1594000000,-155000000.0,336000000.0,23474000000.0,21880000000.0,17584000000,-214000000.0,1044000000,1042000000,-311141535.4,34000000.0,-1562000000,-379000000.0,-75000000.0,27000000.0,1044000000.0,-20000000.0,-199000000,-77000000.0,1998000000,995000000.0,107816635.5,-200000000.0,-1245000000.0,1245000000.0,-1573000000.0,-8000000.0,1000000,54514929256.0,Industrials
FLT,258.6700134,1.112560976,2.013416667,26.99,6.32,29.62,189500000.0,2085300000,8120000.0,2306485000.0,2878751000.0,10499869000.0,2866580000.0,1959115000.0,13366449000.0,127000,730668000.0,6256442000.0,787683000.0,5107878000,-6268740000.0,213932000.0,1520027000.0,5252147000.0,-1464616000,236294000.0,5449844000.0,52016000.0,-4547783000.0,2849574000,4460039000.0,3778022598,1406350000.0,399628000,302487000,225004000.0,216282000,630722000,340292000,340292000,-27666000.0,77483000.0,802255000.0,461963000.0,171533000,-37805000.0,225004000,225004000,-311141535.4,-62868000.0,-94143000,-235297000.0,581000.0,622000.0,225004000.0,241758000.0,-533445000,-24524000.0,595722000,77391000.0,107816635.5,-416011386.8,291756000.0,61930000.0,-37075000.0,314938000.0,-17412000,2100400509.0,Commercial Services
